epoch,accuracy,loss,val_accuracy,val_loss
44,0.9309415221214294,0.20118208229541779,0.9977691173553467,0.013165289536118507
45,0.9381169080734253,0.18721286952495575,0.997350811958313,0.014710377901792526
46,0.9388089776039124,0.18206113576889038,0.9945622086524963,0.0158879105001688
47,0.9391003251075745,0.18234682083129883,0.9977691173553467,0.009963073767721653
48,0.9414678812026978,0.17303989827632904,0.9952593445777893,0.01603727601468563
49,0.9436896443367004,0.16709689795970917,0.999721109867096,0.008328895084559917
50,0.9443817138671875,0.16520018875598907,1.0,0.005549647379666567
51,0.9462392926216125,0.15663771331310272,0.995677649974823,0.01255318894982338
52,0.9487889409065247,0.14745604991912842,0.99832683801651,0.006189779844135046
53,0.9515935182571411,0.14134854078292847,0.996374785900116,0.010712530463933945
54,0.9518120288848877,0.14525958895683289,0.9987451434135437,0.007830673828721046
55,0.956474244594574,0.1336897760629654,0.9976296424865723,0.008189710788428783
56,0.9525769352912903,0.1409037560224533,0.99832683801651,0.0070852250792086124
57,0.9578947424888611,0.12570735812187195,0.9969325065612793,0.008798056282103062
58,0.9592424035072327,0.117431640625,0.999302864074707,0.003792089642956853
59,0.9605536460876465,0.11894989013671875,0.9988845586776733,0.003744441317394376
60,0.9607721567153931,0.11892037838697433,0.9979085326194763,0.005216258578002453
61,0.96477872133255,0.1064487025141716,0.9972113966941833,0.007111657410860062
62,0.9660899639129639,0.10226458311080933,0.9976296424865723,0.005883721634745598
63,0.9666363000869751,0.1019432470202446,0.9995816946029663,0.0034965774975717068
64,0.9663813710212708,0.09921259433031082,0.9977691173553467,0.005055166315287352
65,0.9667820334434509,0.09818809479475021,0.9995816946029663,0.0028377375565469265
66,0.9677290320396423,0.09534965455532074,0.9994422793388367,0.0026564220897853374
67,0.9684938788414001,0.0945293977856636,0.9984662532806396,0.004967353772372007
68,0.9710435271263123,0.08945151418447495,0.9994422793388367,0.002656702883541584
69,0.9708614349365234,0.09005112946033478,0.9979085326194763,0.005220943596214056
70,0.9717355966567993,0.08413878083229065,0.9998605847358704,0.001847016392275691
71,0.9695501923561096,0.09040021896362305,0.9988845586776733,0.003714613150805235
72,0.9727554321289062,0.08258840441703796,0.999721109867096,0.0025552145671099424
73,0.9722455143928528,0.08363614231348038,0.9995816946029663,0.0026245887856930494
74,0.9734474420547485,0.08120530843734741,0.999721109867096,0.002039449755102396
75,0.9743580222129822,0.07875511795282364,1.0,0.0014184771571308374
76,0.9715898633003235,0.08387633413076401,0.9995816946029663,0.002427357016131282
77,0.9749044179916382,0.07530527561903,1.0,0.0015522358007729053
78,0.9754143357276917,0.0759962946176529,0.9998605847358704,0.001760861836373806
79,0.9731196761131287,0.07873149961233139,0.999721109867096,0.002340608974918723
80,0.9759606719017029,0.07385826855897903,0.9998605847358704,0.0016431788681074977
81,0.9761063456535339,0.07244618237018585,0.999721109867096,0.0022140266373753548
82,0.9759606719017029,0.07287441194057465,0.999721109867096,0.0019539138302206993
83,0.9761427640914917,0.07172726839780807,0.999721109867096,0.0019982808735221624
84,0.9762884974479675,0.07297708839178085,0.9998605847358704,0.0014905169373378158
85,0.9764341711997986,0.07052654772996902,0.9998605847358704,0.0017972859786823392
